id,brand,model,year,source_country,mileage_min,mileage_max,source_marketplace,target_country,target_marketplace,target_search_url,pricing_strategy,last_computed_target_export_price_eur,last_computed_target_export_price_at,notes,source_search_url
MS_RENAULT_AUSTRAL_2022_NL,RENAULT,AUSTRAL,2022,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/renault/f/austral+hybride-elektrisch-benzine/13833+13838/#mileageTo:40001%7CconstructionYearFrom:2022%7CconstructionYearTo:2022%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_RENAULT_AUSTRAL_2023_NL,RENAULT,AUSTRAL,2023,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/renault/f/austral+hybride-elektrisch-benzine/13833+13838/#mileageTo:40001%7CconstructionYearFrom:2023%7CconstructionYearTo:2023%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_RENAULT_CAPTUR_2022_NL,RENAULT,CAPTUR,2022,NL,0,35000,marktplaats,,,,,,,,"https://www.marktplaats.nl/l/auto-s/renault/f/captur+hybride-elektrisch-benzine/10890+13838/#f:10882,13956%7CconstructionYearFrom:2022%7CmileageTo:35000%7CsortBy:PRICE%7CsortOrder:INCREASING"
MS_RENAULT_CLIO_2022_NL,RENAULT,CLIO,2022,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/renault/f/clio+hybride-elektrisch-benzine/1125+13838/#mileageTo:40001%7CconstructionYearFrom:2022%7CconstructionYearTo:2022%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_RENAULT_CLIO_2023_NL,RENAULT,CLIO,2023,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/renault/f/clio+hybride-elektrisch-benzine/1125+13838/#constructionYearFrom:2023%7CconstructionYearTo:2023%7CmileageTo:40001%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_RENAULT_CAPTUR_2023_NL,RENAULT,Captur,2023,NL,0,35000,marktplaats,,,,,,,,"https://www.marktplaats.nl/l/auto-s/renault/f/captur+hybride-elektrisch-benzine/10890+13838/#f:10882,13956%7CmileageTo:35000%7CconstructionYearFrom:2023%7CconstructionYearTo:2023%7CsortBy:PRICE%7CsortOrder:INCREASING"
MS_SUZUKI_IGNIS_2018_NL,SUZUKI,IGNIS,2018,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/suzuki/f/ignis/1217/#mileageTo:50001%7CconstructionYearFrom:2018%7CconstructionYearTo:2018%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_SUZUKI_IGNIS_2019_NL,SUZUKI,IGNIS,2019,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/suzuki/f/ignis/1217/#mileageTo:50001%7CconstructionYearFrom:2019%7CconstructionYearTo:2019%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_SUZUKI_IGNIS_2022_NL,SUZUKI,IGNIS,2022,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/suzuki/f/ignis/1217/#mileageTo:50001%7CconstructionYearFrom:2022%7CconstructionYearTo:2022%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_SUZUKI_IGNIS_2023_NL,SUZUKI,IGNIS,2023,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/suzuki/f/ignis/1217/#mileageTo:50001%7CconstructionYearFrom:2023%7CconstructionYearTo:2023%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_SUZUKI_IGNIS_2024_NL,SUZUKI,IGNIS,2024,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/suzuki/f/ignis/1217/#mileageTo:50001%7CconstructionYearFrom:2024%7CconstructionYearTo:2024%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_SUZUKI_SCROSS_2019_NL,SUZUKI,S CROSS,2019,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/suzuki/f/s-cross/10802/#mileageTo:50001%7CconstructionYearFrom:2019%7CconstructionYearTo:2019%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_SUZUKI_SWIFT_2018_NL,SUZUKI,SWIFT,2018,NL,50000,0,leboncoin,,,,,,,,https://www.leboncoin.fr/recherche?category=2&u_car_brand=SUZUKI&u_car_model=SUZUKI_Swift&fuel=6&mileage=min-50000&regdate=2018-2018&sort=price&order=asc
MS_SUZUKI_SWIFT_2021_NL,SUZUKI,SWIFT,2021,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/suzuki/f/swift/1215/#mileageTo:50001%7CconstructionYearFrom:2021%7CconstructionYearTo:2021%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_SUZUKI_SWIFT_2023_NL,SUZUKI,SWIFT,2023,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/suzuki/f/swift/1215/#mileageTo:50001%7CconstructionYearFrom:2023%7CconstructionYearTo:2023%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_SUZUKI_VITARA_2017_NL,SUZUKI,VITARA,2017,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/suzuki/f/vitara/1216/#mileageTo:50001%7CconstructionYearFrom:2017%7CconstructionYearTo:2017%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_SUZUKI_VITARA_2019_NL,SUZUKI,VITARA,2019,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/suzuki/f/vitara/1216/#mileageTo:50001%7CconstructionYearFrom:2019%7CconstructionYearTo:2019%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_SUZUKI_VITARA_2020_NL,SUZUKI,VITARA,2020,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/suzuki/f/vitara/1216/#mileageTo:50001%7CconstructionYearFrom:2020%7CconstructionYearTo:2020%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_SUZUKI_VITARA_2021_NL,SUZUKI,VITARA,2021,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/suzuki/f/vitara/1216/#mileageTo:50001%7CconstructionYearFrom:2021%7CconstructionYearTo:2021%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_SUZUKI_VITARA_2022_NL,SUZUKI,VITARA,2022,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/suzuki/f/vitara/1216/#mileageTo:50001%7CconstructionYearFrom:2022%7CconstructionYearTo:2022%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_AURIS_2017_NL,TOYOTA,AURIS,2017,NL,0,30001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/auris/1239/#mileageTo:30001%7CconstructionYearFrom:2017%7CconstructionYearTo:2017%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_AURIS_2018_NL,TOYOTA,AURIS,2018,NL,0,30001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/auris/1239/#mileageTo:30001%7CconstructionYearFrom:2018%7CconstructionYearTo:2018%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_AURIS_2019_NL,TOYOTA,AURIS,2019,NL,0,30001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/auris/1239/#mileageTo:30001%7CconstructionYearFrom:2019%7CconstructionYearTo:2019%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_AYGO_2017_NL,TOYOTA,AYGO,2017,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/aygo/1241/#mileageTo:50001%7CconstructionYearFrom:2017%7CconstructionYearTo:2022
MS_TOYOTA_CHR_2017_NL,TOYOTA,CHR,2017,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/c-hr+hybride-elektrisch-benzine/11718+13838/#mileageTo:50001%7CconstructionYearFrom:2017%7CconstructionYearTo:2017
MS_TOYOTA_CHR_2018_NL,TOYOTA,CHR,2018,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/c-hr+hybride-elektrisch-benzine/11718+13838/#mileageTo:50001%7CconstructionYearFrom:2018%7CconstructionYearTo:2018
MS_TOYOTA_CHR_2019_NL,TOYOTA,CHR,2019,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/c-hr+hybride-elektrisch-benzine/11718+13838/#mileageTo:50001%7CconstructionYearFrom:2019%7CconstructionYearTo:2019
MS_TOYOTA_CHR_2020_NL,TOYOTA,CHR,2020,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/c-hr+hybride-elektrisch-benzine/11718+13838/#mileageTo:50001%7CconstructionYearFrom:2020%7CconstructionYearTo:2020
MS_TOYOTA_CHR_2021_NL,TOYOTA,CHR,2021,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/c-hr+hybride-elektrisch-benzine/11718+13838/#mileageTo:50001%7CconstructionYearFrom:2021%7CconstructionYearTo:2021
MS_TOYOTA_CHR_2022_NL,TOYOTA,CHR,2022,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/c-hr+hybride-elektrisch-benzine/11718+13838/#mileageTo:50001%7CconstructionYearFrom:2022%7CconstructionYearTo:2022
MS_TOYOTA_CHR_2023_NL,TOYOTA,CHR,2023,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/c-hr+hybride-elektrisch-benzine/11718+13838/#mileageTo:50001%7CconstructionYearFrom:2023%7CconstructionYearTo:2023%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_COROLLA_2022_NL,TOYOTA,COROLLA,2022,NL,0,30001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/corolla/1230/#mileageTo:30001%7CconstructionYearFrom:2022%7CconstructionYearTo:2022%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_COROLLA_2023_NL,TOYOTA,COROLLA,2023,NL,0,30001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/corolla/1230/#mileageTo:30001%7CconstructionYearFrom:2023%7CconstructionYearTo:2023%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_COROLLACROSS_2022_NL,TOYOTA,COROLLA CROSS,2022,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/corolla-cross/13884/#mileageTo:50001%7CconstructionYearFrom:2022%7CconstructionYearTo:2022%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_COROLLACROSS_2023_NL,TOYOTA,COROLLA CROSS,2023,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/corolla-cross/13884/#mileageTo:50001%7CconstructionYearFrom:2023%7CconstructionYearTo:2023%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_COROLLATS_2021_NL,TOYOTA,Corolla-Ts,2021,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/corolla-ts/13885/#mileageTo:50001%7CconstructionYearFrom:2021%7CconstructionYearTo:2021%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_COROLLATS_2022_NL,TOYOTA,Corolla-Ts,2022,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/corolla-ts/13885/#mileageTo:50001%7CconstructionYearFrom:2022%7CconstructionYearTo:2022%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_PRIUS_2017_NL,TOYOTA,PRIUS,2017,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/prius+hybride-elektrisch-benzine/1247+13838/#f:10882%7CconstructionYearFrom:2017%7CconstructionYearTo:2017%7CmileageTo:50001%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_PRIUS_2018_NL,TOYOTA,PRIUS,2018,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/prius+hybride-elektrisch-benzine/1247+13838/#f:10882%7CmileageTo:50001%7CconstructionYearFrom:2018%7CconstructionYearTo:2018%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_PRIUS_2019_NL,TOYOTA,PRIUS,2019,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/prius+hybride-elektrisch-benzine/1247+13838/#f:10882%7CmileageTo:50001%7CconstructionYearFrom:2019%7CconstructionYearTo:2019%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_PRIUS_2020_NL,TOYOTA,PRIUS,2020,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/prius+hybride-elektrisch-benzine/1247+13838/#f:10882%7CmileageTo:50001%7CconstructionYearFrom:2020%7CconstructionYearTo:2020%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_PRIUS_2021_NL,TOYOTA,PRIUS,2021,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/prius+hybride-elektrisch-benzine/1247+13838/#f:10882%7CmileageTo:50001%7CconstructionYearFrom:2021%7CconstructionYearTo:2021%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_PRIUS_2022_NL,TOYOTA,PRIUS,2022,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/prius+hybride-elektrisch-benzine/1247+13838/#f:10882%7CmileageTo:50001%7CconstructionYearFrom:2022%7CconstructionYearTo:2022%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_PRIUS_2023_NL,TOYOTA,PRIUS,2023,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/prius+hybride-elektrisch-benzine/1247+13838/#f:10882%7CmileageTo:50001%7CconstructionYearFrom:2023%7CconstructionYearTo:2023%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_RAV4_2017_NL,TOYOTA,RAV 4,2017,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/rav4+hybride-elektrisch-benzine/1237+13838/#f:10882%7CconstructionYearFrom:2017%7CconstructionYearTo:2017%7CmileageTo:50001%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_RAV4_2018_NL,TOYOTA,RAV 4,2018,NL,0,50000,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/rav4+hybride-elektrisch-benzine/1237+13838/#f:10882%7CmileageTo:50000%7CconstructionYearFrom:2018%7CconstructionYearTo:2018%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_RAV4_2021_NL,TOYOTA,RAV 4,2021,NL,0,50000,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/rav4+hybride-elektrisch-benzine/1237+13838/#f:10882%7CmileageTo:50000%7CconstructionYearFrom:2021%7CconstructionYearTo:2021%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_RAV4_2022_NL,TOYOTA,RAV 4,2022,NL,0,50000,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/rav4+hybride-elektrisch-benzine/1237+13838/#f:10882%7CmileageTo:50000%7CconstructionYearFrom:2022%7CconstructionYearTo:2022%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_RAV4_2023_NL,TOYOTA,RAV 4,2023,NL,0,50000,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/rav4+hybride-elektrisch-benzine/1237+13838/#f:10882%7CmileageTo:50000%7CconstructionYearFrom:2023%7CconstructionYearTo:2023%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_RAV4_2020_NL,TOYOTA,RAV4,2020,NL,0,50000,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/rav4+hybride-elektrisch-benzine/1237+13838/#f:10882%7CmileageTo:50000%7CconstructionYearFrom:2020%7CconstructionYearTo:2020%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_YARIS_2019_NL,TOYOTA,YARIS,2019,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/yaris+hybride-elektrisch-benzine/1232+13838/#q:gr%7CmileageTo:50001%7CconstructionYearFrom:2019%7CconstructionYearTo:2019%7CsearchInTitleAndDescription:true
MS_TOYOTA_YARIS_2022_NL,TOYOTA,YARIS,2022,NL,0,0,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/yaris+hybride-elektrisch-benzine/1232+13838/#constructionYearFrom:2022%7CconstructionYearTo:2022%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_YARIS_2023_NL,TOYOTA,YARIS,2023,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/yaris+hybride-elektrisch-benzine/1232+13838/#mileageTo:50001%7CconstructionYearFrom:2023%7CconstructionYearTo:2023
MS_TOYOTA_YARISCROSS_2021_NL,TOYOTA,YARIS CROSS,2021,NL,0,30001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/yaris-cross/13882/#mileageTo:30001%7CconstructionYearFrom:2021%7CconstructionYearTo:2021%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_YARISCROSS_2022_NL,TOYOTA,YARIS CROSS,2022,NL,0,30001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/yaris-cross/13882/#mileageTo:30001%7CconstructionYearFrom:2022%7CconstructionYearTo:2022%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_YARISCROSS_2023_NL,TOYOTA,YARIS CROSS,2023,NL,0,30001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/yaris-cross/13882/#mileageTo:30001%7CconstructionYearFrom:2023%7CconstructionYearTo:2023%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_YARIS_2019_NL,TOYOTA,Yaris,2019,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/yaris+hybride-elektrisch-benzine/1232+13838/#q:gr%7CmileageTo:50001%7CconstructionYearFrom:2019%7CconstructionYearTo:2019%7CsearchInTitleAndDescription:true
MS_TOYOTA_YARIS_2023_NL,TOYOTA,Yaris,2023,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/yaris+hybride-elektrisch-benzine/1232+13838/#q:gr%7CmileageTo:50001%7CconstructionYearFrom:2023%7CconstructionYearTo:2023
MS_TOYOTA_YARISCROSS_2023_NL,TOYOTA,Yaris-Cross,2023,NL,0,30001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/yaris-cross/13882/#q:gr%7CmileageTo:30001%7CconstructionYearFrom:2023%7CconstructionYearTo:2023%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_VOLKSWAGEN_GOLF_2022_NL,VOLKSWAGEN,GOLF,2022,NL,0,50000,marktplaats,,,,,,,,"https://www.marktplaats.nl/l/auto-s/volkswagen/f/golf+hybride-elektrisch-benzine/1260+13838/#f:10882,534,13839%7CconstructionYearFrom:2022%7CmileageTo:50000%7CsortBy:PRICE%7CsortOrder:INCREASING"
MS_VOLKSWAGEN_MULTIVAN_2022_NL,VOLKSWAGEN,MULTIVAN,2022,NL,0,50000,marktplaats,,,,,,,,"https://www.marktplaats.nl/l/auto-s/volkswagen/f/multivan+hybride-elektrisch-benzine/10654+13838/#f:10882,534,13839%7CconstructionYearFrom:2022%7CmileageTo:50000%7CsortBy:PRICE%7CsortOrder:INCREASING"
MS_VOLKSWAGEN_TIGUAN_2021_NL,VOLKSWAGEN,TIGUAN,2021,NL,0,50000,marktplaats,,,,,,,,"https://www.marktplaats.nl/l/auto-s/volkswagen/f/tiguan+hybride-elektrisch-benzine/1275+13838/#f:10882,534,13839%7CmileageTo:50000%7CconstructionYearFrom:2021%7CconstructionYearTo:2021%7CsortBy:PRICE%7CsortOrder:INCREASING"
MS_VOLKSWAGEN_TIGUAN_2022_NL,VOLKSWAGEN,TIGUAN,2022,NL,0,50000,marktplaats,,,,,,,,"https://www.marktplaats.nl/l/auto-s/volkswagen/f/tiguan+hybride-elektrisch-benzine/1275+13838/#f:10882,534,13839%7CconstructionYearFrom:2022%7CmileageTo:50000%7CsortBy:PRICE%7CsortOrder:INCREASING"
MS_VOLKSWAGEN_TOUAREG_2021_NL,VOLKSWAGEN,TOUAREG,2021,NL,0,50000,marktplaats,,,,,,,,"https://www.marktplaats.nl/l/auto-s/volkswagen/f/touareg+hybride-elektrisch-benzine/1276+13838/#f:10882,534,13839%7CmileageTo:50000%7CconstructionYearFrom:2021%7CsortBy:PRICE%7CsortOrder:INCREASING"
MS_LEXUS_CT_2021_,LEXUS,CT,2021,,40000,0,leboncoin,,,,,,,,https://www.leboncoin.fr/recherche?category=2&u_car_brand=LEXUS&u_car_model=LEXUS_CT&mileage=min-40000&regdate=2021-2021&sort=price&order=asc
MS_LEXUS_ES_2020_,LEXUS,Es,2020,,0,0,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/lexus/f/es+hybride-elektrisch-benzine/925+13838/#f:10882%7CconstructionYearFrom:2020%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_LEXUS_IS_2019_,LEXUS,IS,2019,,40000,0,leboncoin,,,,,,,,https://www.leboncoin.fr/recherche?category=2&u_car_brand=LEXUS&u_car_model=LEXUS_IS&mileage=min-40000&regdate=2019-2019&sort=price&order=asc
MS_LEXUS_IS_2020_,LEXUS,IS,2020,,40000,0,leboncoin,,,,,,,,https://www.leboncoin.fr/recherche?category=2&u_car_brand=LEXUS&u_car_model=LEXUS_IS&mileage=min-40000&regdate=2020-2020&sort=price&order=asc
MS_LEXUS_UX_2020_,LEXUS,Ux,2020,,0,0,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/lexus/f/ux+hybride-elektrisch-benzine/11902+13838/#f:10882%7CconstructionYearFrom:2020%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_RENAULT_ARKANA_2023_,RENAULT,ARKANA,2023,,35000,0,leboncoin,,,,,,,,https://www.leboncoin.fr/recherche?category=2&u_car_brand=RENAULT&u_car_model=RENAULT_Arkana&fuel=6&gearbox=2&regdate=2023-2023&mileage=min-35000&sort=price&order=asc
MS_RENAULT_ARKANA_2023_,RENAULT,ARKANA,2023,,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/renault/f/arkana+hybride-elektrisch-benzine/13786+13838/#mileageTo:40001%7CconstructionYearFrom:2023%7CconstructionYearTo:2023%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_SUZUKI_SCROSS_2021_,SUZUKI,S CROSS,2021,,50000,0,leboncoin,,,,,,,,"https://www.leboncoin.fr/recherche?category=2&u_car_brand=SUZUKI&u_car_model=SUZUKI_S-Cross&fuel=6,1&mileage=min-50000&regdate=2021-2021&sort=price&order=asc"
MS_SUZUKI_SCROSS_2021_,SUZUKI,S CROSS,2021,,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/suzuki/f/s-cross/10802/#mileageTo:50001%7CconstructionYearFrom:2021%7CconstructionYearTo:2021%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_SUZUKI_SCROSS_2022_,SUZUKI,S CROSS,2022,,50000,0,leboncoin,,,,,,,,"https://www.leboncoin.fr/recherche?category=2&u_car_brand=SUZUKI&u_car_model=SUZUKI_S-Cross&fuel=6,1&mileage=min-50000&regdate=2022-2022&sort=price&order=asc"
MS_SUZUKI_SCROSS_2022_,SUZUKI,S CROSS,2022,,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/suzuki/f/s-cross/10802/#mileageTo:50001%7CconstructionYearFrom:2022%7CconstructionYearTo:2022%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_SUZUKI_SWIFT_2017_,SUZUKI,SWIFT,2017,,50000,0,leboncoin,,,,,,,,https://www.leboncoin.fr/recherche?category=2&u_car_brand=SUZUKI&u_car_model=SUZUKI_Swift&fuel=6&mileage=min-50000&regdate=2017-2017&sort=price&order=asc
MS_SUZUKI_SWIFT_2017_,SUZUKI,SWIFT,2017,,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/suzuki/f/swift/1215/#mileageTo:50001%7CconstructionYearFrom:2017%7CconstructionYearTo:2017%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_AURIS_2017_,TOYOTA,AURIS,2017,,0,30001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/auris/1239/#mileageTo:30001%7CconstructionYearFrom:2017%7CconstructionYearTo:2017%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_AURIS_2018_,TOYOTA,AURIS,2018,,0,30001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/auris/1239/#mileageTo:30001%7CconstructionYearFrom:2018%7CconstructionYearTo:2018%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_AURIS_2019_,TOYOTA,AURIS,2019,,0,30001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/auris/1239/#mileageTo:30001%7CconstructionYearFrom:2019%7CconstructionYearTo:2019%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_AYGO_2017_,TOYOTA,AYGO,2017,,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/aygo/1241/#mileageTo:50001%7CconstructionYearFrom:2017%7CconstructionYearTo:2022
MS_TOYOTA_CHR_2017_,TOYOTA,CHR,2017,,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/c-hr+hybride-elektrisch-benzine/11718+13838/#mileageTo:50001%7CconstructionYearFrom:2017%7CconstructionYearTo:2017
MS_TOYOTA_CHR_2018_,TOYOTA,CHR,2018,,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/c-hr+hybride-elektrisch-benzine/11718+13838/#mileageTo:50001%7CconstructionYearFrom:2018%7CconstructionYearTo:2018
MS_TOYOTA_CHR_2019_,TOYOTA,CHR,2019,,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/c-hr+hybride-elektrisch-benzine/11718+13838/#mileageTo:50001%7CconstructionYearFrom:2019%7CconstructionYearTo:2019
MS_TOYOTA_CHR_2020_,TOYOTA,CHR,2020,,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/c-hr+hybride-elektrisch-benzine/11718+13838/#mileageTo:50001%7CconstructionYearFrom:2020%7CconstructionYearTo:2020
MS_TOYOTA_CHR_2021_,TOYOTA,CHR,2021,,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/c-hr+hybride-elektrisch-benzine/11718+13838/#mileageTo:50001%7CconstructionYearFrom:2021%7CconstructionYearTo:2021
MS_TOYOTA_CHR_2022_,TOYOTA,CHR,2022,,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/c-hr+hybride-elektrisch-benzine/11718+13838/#mileageTo:50001%7CconstructionYearFrom:2022%7CconstructionYearTo:2022
